Press Enter to quit: NBits: 480 	NErrs: 0 	BER: 0.0000E+00
NBits: 338560 	NErrs: 63 	BER: 1.8608E-04
NBits: 339520 	NErrs: 63 	BER: 1.8556E-04
NBits: 341440 	NErrs: 64 	BER: 1.8744E-04
NBits: 341920 	NErrs: 64 	BER: 1.8718E-04
NBits: 342880 	NErrs: 64 	BER: 1.8665E-04
NBits: 343360 	NErrs: 64 	BER: 1.8639E-04
NBits: 345280 	NErrs: 64 	BER: 1.8536E-04
NBits: 346880 	NErrs: 64 	BER: 1.8450E-04
NBits: 348800 	NErrs: 64 	BER: 1.8349E-04
NBits: 349760 	NErrs: 65 	BER: 1.8584E-04
NBits: 350400 	NErrs: 65 	BER: 1.8550E-04
NBits: 352000 	NErrs: 65 	BER: 1.8466E-04
NBits: 352960 	NErrs: 66 	BER: 1.8699E-04
NBits: 353920 	NErrs: 67 	BER: 1.8931E-04
NBits: 354400 	NErrs: 67 	BER: 1.8905E-04
NBits: 354560 	NErrs: 68 	BER: 1.9179E-04
NBits: 355520 	NErrs: 69 	BER: 1.9408E-04
NBits: 356480 	NErrs: 69 	BER: 1.9356E-04
NBits: 357440 	NErrs: 69 	BER: 1.9304E-04
NBits: 357760 	NErrs: 69 	BER: 1.9287E-04
NBits: 359360 	NErrs: 70 	BER: 1.9479E-04
NBits: 360320 	NErrs: 71 	BER: 1.9705E-04
NBits: 362240 	NErrs: 72 	BER: 1.9876E-04
NBits: 362880 	NErrs: 72 	BER: 1.9841E-04
NBits: 363840 	NErrs: 73 	BER: 2.0064E-04
NBits: 365760 	NErrs: 75 	BER: 2.0505E-04
NBits: 367680 	NErrs: 76 	BER: 2.0670E-04
NBits: 369600 	NErrs: 76 	BER: 2.0563E-04
NBits: 370560 	NErrs: 76 	BER: 2.0509E-04
NBits: 371040 	NErrs: 76 	BER: 2.0483E-04
NBits: 371360 	NErrs: 76 	BER: 2.0465E-04
NBits: 372320 	NErrs: 77 	BER: 2.0681E-04
NBits: 373280 	NErrs: 77 	BER: 2.0628E-04
NBits: 374720 	NErrs: 77 	BER: 2.0549E-04
NBits: 376160 	NErrs: 77 	BER: 2.0470E-04
NBits: 376480 	NErrs: 77 	BER: 2.0453E-04
NBits: 377760 	NErrs: 77 	BER: 2.0383E-04
NBits: 377920 	NErrs: 77 	BER: 2.0375E-04
NBits: 378880 	NErrs: 77 	BER: 2.0323E-04
NBits: 380800 	NErrs: 77 	BER: 2.0221E-04
NBits: 381280 	NErrs: 77 	BER: 2.0195E-04
NBits: 382240 	NErrs: 77 	BER: 2.0144E-04
NBits: 383040 	NErrs: 77 	BER: 2.0102E-04
NBits: 384000 	NErrs: 77 	BER: 2.0052E-04
NBits: 385920 	NErrs: 77 	BER: 1.9952E-04
NBits: 386400 	NErrs: 77 	BER: 1.9928E-04
NBits: 387360 	NErrs: 78 	BER: 2.0136E-04
NBits: 387840 	NErrs: 78 	BER: 2.0111E-04
NBits: 388800 	NErrs: 78 	BER: 2.0062E-04
NBits: 389760 	NErrs: 78 	BER: 2.0012E-04
NBits: 390400 	NErrs: 78 	BER: 1.9980E-04
NBits: 392160 	NErrs: 78 	BER: 1.9890E-04
NBits: 393600 	NErrs: 78 	BER: 1.9817E-04
NBits: 395520 	NErrs: 78 	BER: 1.9721E-04
NBits: 397280 	NErrs: 79 	BER: 1.9885E-04
NBits: 399040 	NErrs: 79 	BER: 1.9798E-04
NBits: 400000 	NErrs: 80 	BER: 2.0000E-04
NBits: 402400 	NErrs: 80 	BER: 1.9881E-04
NBits: 405760 	NErrs: 80 	BER: 1.9716E-04
NBits: 406720 	NErrs: 80 	BER: 1.9670E-04
NBits: 408640 	NErrs: 80 	BER: 1.9577E-04
NBits: 409120 	NErrs: 80 	BER: 1.9554E-04
NBits: 410080 	NErrs: 80 	BER: 1.9508E-04
NBits: 410560 	NErrs: 80 	BER: 1.9486E-04
NBits: 412480 	NErrs: 80 	BER: 1.9395E-04
NBits: 413440 	NErrs: 80 	BER: 1.9350E-04
NBits: 414240 	NErrs: 80 	BER: 1.9312E-04
NBits: 415200 	NErrs: 81 	BER: 1.9509E-04
NBits: 419360 	NErrs: 81 	BER: 1.9315E-04
NBits: 420320 	NErrs: 81 	BER: 1.9271E-04
NBits: 420960 	NErrs: 81 	BER: 1.9242E-04
NBits: 421120 	NErrs: 81 	BER: 1.9234E-04
NBits: 422080 	NErrs: 82 	BER: 1.9428E-04
NBits: 423200 	NErrs: 83 	BER: 1.9612E-04
NBits: 424160 	NErrs: 84 	BER: 1.9804E-04
NBits: 424960 	NErrs: 85 	BER: 2.0002E-04
NBits: 425440 	NErrs: 85 	BER: 1.9979E-04
NBits: 426560 	NErrs: 85 	BER: 1.9927E-04
NBits: 427520 	NErrs: 85 	BER: 1.9882E-04
NBits: 428320 	NErrs: 86 	BER: 2.0078E-04
NBits: 428800 	NErrs: 86 	BER: 2.0056E-04
NBits: 429760 	NErrs: 86 	BER: 2.0011E-04
NBits: 430080 	NErrs: 86 	BER: 1.9996E-04
NBits: 430560 	NErrs: 86 	BER: 1.9974E-04
NBits: 431680 	NErrs: 86 	BER: 1.9922E-04
NBits: 432640 	NErrs: 86 	BER: 1.9878E-04
NBits: 433440 	NErrs: 86 	BER: 1.9841E-04
NBits: 434400 	NErrs: 86 	BER: 1.9797E-04
NBits: 436320 	NErrs: 86 	BER: 1.9710E-04
NBits: 436800 	NErrs: 86 	BER: 1.9689E-04
NBits: 437760 	NErrs: 86 	BER: 1.9645E-04
NBits: 438560 	NErrs: 86 	BER: 1.9610E-04
NBits: 439520 	NErrs: 86 	BER: 1.9567E-04
NBits: 440320 	NErrs: 86 	BER: 1.9531E-04
NBits: 441280 	NErrs: 87 	BER: 1.9715E-04
NBits: 441760 	NErrs: 87 	BER: 1.9694E-04
NBits: 443680 	NErrs: 87 	BER: 1.9609E-04
NBits: 444160 	NErrs: 87 	BER: 1.9588E-04
NBits: 445120 	NErrs: 87 	BER: 1.9545E-04
NBits: 445440 	NErrs: 87 	BER: 1.9531E-04
